region,province,municipality,id_hh,id_ind,stratum,stratum_label,sex,cl_age,active,income_hh,unemployed,inactive,SR,nSR,weight
north,north_1,51,H124239,2008592,10000,north_1_4,2,(34,44],1,44649.688653821,0,0,1,0,570.525423728814
north,north_1,51,H124645,2009533,10000,north_1_4,1,(14,24],1,38033.0706374053,0,0,1,0,570.525423728814
north,north_1,51,H125030,2010406,10000,north_1_4,1,(44,54],1,12149.1233513489,0,0,1,0,570.525423728814
north,north_1,51,H119781,1997936,10000,north_1_4,2,(44,54],1,18575.5772352009,0,0,1,0,570.525423728814
north,north_1,51,H128844,2018074,10000,north_1_4,2,(74,112],0,24507.1326825519,0,1,1,0,570.525423728814
north,north_1,51,H130898,2021434,10000,north_1_4,2,(44,54],1,17940.604835708,0,0,1,0,570.525423728814
north,north_1,51,H119579,1997402,10000,north_1_4,2,(14,24],1,17856.1934347065,0,0,1,0,570.525423728814
north,north_1,51,H129163,2018624,10000,north_1_4,2,(74,112],0,22864.5099922495,0,1,1,0,570.525423728814
north,north_1,51,H129164,2018625,10000,north_1_4,1,(74,112],0,8097.67173733895,0,1,1,0,570.525423728814
north,north_1,51,H123547,2006988,10000,north_1_4,2,(64,74],1,25464.3259715133,0,0,1,0,570.525423728814
north,north_1,51,H123730,2007424,10000,north_1_4,2,(44,54],1,35241.8836304202,0,0,1,0,570.525423728814
north,north_1,51,H129665,2019493,10000,north_1_4,2,(74,112],0,26559.8456429955,0,1,1,0,570.525423728814
north,north_1,51,H129697,2019546,10000,north_1_4,1,(54,64],1,18008.3626450999,0,0,1,0,570.525423728814
north,north_1,51,H123942,2007919,10000,north_1_4,2,(44,54],1,30209.189048992,0,0,1,0,570.525423728814
north,north_1,51,H123433,2006757,10000,north_1_4,1,(64,74],1,64839.142425016,0,0,1,0,570.525423728814
north,north_1,51,H123820,2007646,10000,north_1_4,1,(44,54],1,27899.27542553,0,0,1,0,570.525423728814
north,north_1,52,H133179,2042072,11000,north_1_5,2,(24,34],1,17547.7364007237,0,0,0,1,499
north,north_1,52,H133066,2041707,11000,north_1_5,1,(14,24],1,25854.3234260386,0,0,0,1,499
north,north_1,52,H133189,2042105,11000,north_1_5,1,(44,54],1,19204.5702397982,0,0,0,1,499
north,north_1,52,H133191,2042112,11000,north_1_5,1,(0,14],0,24450.8180296004,0,1,0,1,499
north,north_1,52,H133804,2043755,11000,north_1_5,2,(34,44],1,19257.9171753479,0,0,0,1,499
north,north_1,52,H133827,2043801,11000,north_1_5,2,(64,74],1,66635.0588624779,0,0,0,1,499
north,north_1,52,H133198,2042137,11000,north_1_5,1,(44,54],1,26532.4477569654,0,0,0,1,499
north,north_1,52,H133105,2041828,11000,north_1_5,1,(54,64],1,10292.6315477863,0,0,0,1,499
north,north_1,52,H133127,2041903,11000,north_1_5,2,(54,64],1,52577.1378046252,0,0,0,1,499
north,north_1,52,H133244,2042276,11000,north_1_5,1,(34,44],1,37452.1831075873,0,0,0,1,499
north,north_1,52,H133558,2043172,11000,north_1_5,1,(34,44],1,38909.4149460766,0,0,0,1,499
north,north_1,52,H133315,2042505,11000,north_1_5,1,(14,24],1,13531.0210918209,0,0,0,1,499
north,north_1,52,H133732,2043616,11000,north_1_5,2,(24,34],1,36032.2034266713,0,0,0,1,499
north,north_1,52,H133766,2043685,11000,north_1_5,2,(74,112],0,18898.0297491101,0,1,0,1,499
north,north_1,52,H133781,2043713,11000,north_1_5,2,(74,112],0,32267.0738685769,0,1,0,1,499
north,north_1,52,H133924,2044001,11000,north_1_5,1,(44,54],1,35404.2091804168,0,0,0,1,499
north,north_1,52,H133399,2042748,11000,north_1_5,1,(34,44],1,19214.4154349111,0,0,0,1,499
north,north_1,52,H133443,2042869,11000,north_1_5,2,(34,44],1,25402.2567537278,0,0,0,1,499
north,north_1,52,H133704,2043530,11000,north_1_5,1,(24,34],1,32693.8454842564,0,0,0,1,499
north,north_1,52,H133438,2042856,11000,north_1_5,1,(0,14],0,32549.1098098315,0,1,0,1,499
north,north_1,52,H133486,2042984,11000,north_1_5,2,(54,64],1,39386.9483851039,0,0,0,1,499
north,north_1,62,H145683,2074847,11000,north_1_5,2,(44,54],1,25583.330664876,0,0,0,1,493.592592592593
north,north_1,62,H145681,2074842,11000,north_1_5,1,(24,34],1,35744.0549388465,0,0,0,1,493.592592592593
north,north_1,62,H145724,2074945,11000,north_1_5,1,(34,44],1,13191.3231614879,0,0,0,1,493.592592592593
north,north_1,62,H145463,2074247,11000,north_1_5,1,(24,34],1,32166.8270388159,0,0,0,1,493.592592592593
north,north_1,62,H145462,2074241,11000,north_1_5,2,(44,54],1,31203.4946077617,0,0,0,1,493.592592592593
north,north_1,62,H145775,2075093,11000,north_1_5,2,(34,44],1,18265.8298824372,0,0,0,1,493.592592592593
north,north_1,62,H145414,2074098,11000,north_1_5,1,(54,64],1,40579.5607097323,0,0,0,1,493.592592592593
north,north_1,62,H145415,2074102,11000,north_1_5,1,(0,14],0,14857.8359066381,0,1,0,1,493.592592592593
north,north_1,62,H145857,2075321,11000,north_1_5,2,(54,64],1,25883.4196690025,0,0,0,1,493.592592592593
north,north_1,62,H145901,2075429,11000,north_1_5,2,(44,54],1,16798.8158581884,0,0,0,1,493.592592592593
north,north_1,62,H146455,2076566,11000,north_1_5,1,(34,44],1,32782.5342419308,0,0,0,1,493.592592592593
north,north_1,62,H146456,2076568,11000,north_1_5,2,(74,112],0,7837.21503188756,0,1,0,1,493.592592592593
north,north_1,62,H145560,2074505,11000,north_1_5,2,(64,74],1,46971.1182919238,0,0,0,1,493.592592592593
north,north_1,62,H145596,2074607,11000,north_1_5,2,(44,54],1,44625.7902148775,0,0,0,1,493.592592592593
north,north_1,62,H145646,2074744,11000,north_1_5,1,(0,14],0,32209.8857938769,0,1,0,1,493.592592592593
north,north_1,62,H146101,2075896,11000,north_1_5,1,(64,74],1,9779.69769140195,0,0,0,1,493.592592592593
north,north_1,62,H145436,2074164,11000,north_1_5,2,(54,64],1,20057.7920765792,0,0,0,1,493.592592592593
north,north_1,62,H146365,2076419,11000,north_1_5,1,(24,34],1,21053.5157410836,0,0,0,1,493.592592592593
north,north_1,62,H146376,2076436,11000,north_1_5,2,(14,24],1,3021.45970687376,0,0,0,1,493.592592592593
north,north_1,62,H146389,2076463,11000,north_1_5,1,(14,24],1,32294.4963376113,0,0,0,1,493.592592592593
north,north_1,62,H145228,2073538,11000,north_1_5,2,(44,54],1,21206.8912351461,0,0,0,1,493.592592592593
north,north_1,62,H145258,2073627,11000,north_1_5,2,(54,64],1,24610.7692063325,0,0,0,1,493.592592592593
north,north_1,62,H145359,2073937,11000,north_1_5,2,(34,44],1,59759.7285315098,0,0,0,1,493.592592592593
north,north_1,62,H145944,2075536,11000,north_1_5,1,(34,44],1,7859.26224454353,0,0,0,1,493.592592592593
north,north_1,62,H146060,2075802,11000,north_1_5,2,(74,112],0,4618.74428212101,0,1,0,1,493.592592592593
north,north_1,62,H145909,2075447,11000,north_1_5,2,(74,112],0,10958.5086581491,0,1,0,1,493.592592592593
north,north_1,62,H146079,2075840,11000,north_1_5,1,(34,44],1,41670.4860791584,0,0,0,1,493.592592592593
north,north_1,67,H148665,2081751,11000,north_1_5,2,(0,14],0,6285.06037460816,0,1,0,1,487.269230769231
north,north_1,67,H148367,2080881,11000,north_1_5,1,(0,14],0,4863.30718221204,0,1,0,1,487.269230769231
north,north_1,67,H148372,2080895,11000,north_1_5,1,(0,14],0,18753.3555806941,0,1,0,1,487.269230769231
north,north_1,67,H149484,2083582,11000,north_1_5,2,(14,24],1,8440.15452156493,0,0,0,1,487.269230769231
north,north_1,67,H149494,2083597,11000,north_1_5,2,(74,112],0,27201.1055309686,0,1,0,1,487.269230769231
north,north_1,67,H149581,2083711,11000,north_1_5,1,(24,34],1,43430.139039556,0,0,0,1,487.269230769231
north,north_1,67,H148608,2081600,11000,north_1_5,1,(64,74],1,9718.21423209431,0,0,0,1,487.269230769231
north,north_1,67,H148632,2081661,11000,north_1_5,1,(34,44],1,28986.2843931409,0,0,0,1,487.269230769231
north,north_1,67,H148289,2080653,11000,north_1_5,1,(24,34],1,160932.276301527,0,0,0,1,487.269230769231
north,north_1,67,H148423,2081046,11000,north_1_5,1,(24,34],1,25757.9507092844,0,0,0,1,487.269230769231
north,north_1,67,H148475,2081229,11000,north_1_5,2,(54,64],1,10945.0063396408,0,0,0,1,487.269230769231
north,north_1,67,H148490,2081273,11000,north_1_5,1,(14,24],1,52290.1156560928,0,0,0,1,487.269230769231
north,north_1,67,H148969,2082518,11000,north_1_5,2,(0,14],0,1218.47485752159,0,1,0,1,487.269230769231
north,north_1,67,H148973,2082526,11000,north_1_5,1,(24,34],1,19522.0960348936,0,0,0,1,487.269230769231
north,north_1,67,H149016,2082635,11000,north_1_5,1,(34,44],1,8171.20810401812,0,0,0,1,487.269230769231
north,north_1,67,H149028,2082661,11000,north_1_5,1,(34,44],1,26537.8720111141,0,0,0,1,487.269230769231
north,north_1,67,H149075,2082753,11000,north_1_5,1,(74,112],0,8747.85538284167,0,1,0,1,487.269230769231
north,north_1,67,H149081,2082770,11000,north_1_5,2,(64,74],1,12217.9416093054,0,0,0,1,487.269230769231
north,north_1,67,H149087,2082787,11000,north_1_5,1,(0,14],0,17672.5528230255,0,1,0,1,487.269230769231
north,north_1,67,H149107,2082830,11000,north_1_5,1,(74,112],0,20829.0499985728,0,1,0,1,487.269230769231
north,north_1,67,H149333,2083306,11000,north_1_5,1,(54,64],1,17941.9290069202,0,0,0,1,487.269230769231
north,north_1,67,H149398,2083437,11000,north_1_5,1,(14,24],1,28708.0499696218,0,0,0,1,487.269230769231
north,north_1,67,H148894,2082343,11000,north_1_5,2,(54,64],1,45433.1901048929,0,0,0,1,487.269230769231
north,north_1,67,H148905,2082376,11000,north_1_5,1,(14,24],1,10780.2739309599,0,0,0,1,487.269230769231
north,north_1,67,H149145,2082920,11000,north_1_5,1,(34,44],1,40712.029488793,0,0,0,1,487.269230769231
north,north_1,67,H149134,2082891,11000,north_1_5,2,(44,54],1,13933.3103572729,0,0,0,1,487.269230769231
north,north_1,80,H163131,2211696,11000,north_1_5,2,(54,64],1,32588.036429272,0,0,0,1,500.590909090909
north,north_1,80,H163095,2211599,11000,north_1_5,2,(24,34],1,7034.11133735468,0,0,0,1,500.590909090909
north,north_1,80,H163097,2211609,11000,north_1_5,1,(24,34],1,33286.6677022634,0,0,0,1,500.590909090909
north,north_1,80,H163539,2212699,11000,north_1_5,2,(74,112],0,41597.7231146366,0,1,0,1,500.590909090909
north,north_1,80,H163654,2212907,11000,north_1_5,2,(64,74],1,20137.8849749745,0,0,0,1,500.590909090909
north,north_1,80,H162460,2209700,11000,north_1_5,2,(14,24],1,18383.7122738623,0,0,0,1,500.590909090909
north,north_1,80,H162521,2209914,11000,north_1_5,1,(14,24],1,21195.5162905603,0,0,0,1,500.590909090909
north,north_1,80,H163419,2212424,11000,north_1_5,1,(44,54],1,18485.8326587503,0,0,0,1,500.590909090909
north,north_1,80,H163444,2212482,11000,north_1_5,2,(44,54],1,19086.3943601031,0,0,0,1,500.590909090909
north,north_1,80,H163458,2212513,11000,north_1_5,2,(14,24],1,8058.78221197356,0,0,0,1,500.590909090909
north,north_1,80,H162705,2210503,11000,north_1_5,1,(44,54],1,41098.8489239049,0,0,0,1,500.590909090909
north,north_1,80,H162790,2210764,11000,north_1_5,2,(14,24],1,16131.1926789462,0,0,0,1,500.590909090909
north,north_1,80,H162845,2210925,11000,north_1_5,2,(64,74],1,19736.8967744449,0,0,0,1,500.590909090909
north,north_1,80,H162906,2211116,11000,north_1_5,2,(44,54],0,7431.32701292805,1,0,0,1,500.590909090909
north,north_1,80,H162991,2211331,11000,north_1_5,1,(54,64],1,30577.3812733104,0,0,0,1,500.590909090909
north,north_1,80,H163021,2211406,11000,north_1_5,2,(44,54],1,67768.8629407596,0,0,0,1,500.590909090909
north,north_1,80,H163056,2211492,11000,north_1_5,2,(74,112],0,18660.9314634556,0,1,0,1,500.590909090909
north,north_1,80,H162563,2210051,11000,north_1_5,2,(74,112],0,7880.11420922259,0,1,0,1,500.590909090909
north,north_1,80,H163770,2213086,11000,north_1_5,1,(24,34],1,23479.0672532312,0,0,0,1,500.590909090909
north,north_1,80,H163790,2213115,11000,north_1_5,2,(34,44],1,16033.5686132514,0,0,0,1,500.590909090909
north,north_1,80,H163848,2213189,11000,north_1_5,2,(54,64],1,35782.0310593162,0,0,0,1,500.590909090909
north,north_1,80,H162591,2210150,11000,north_1_5,2,(34,44],1,21580.7859867241,0,0,0,1,500.590909090909
north,north_1,82,H164483,2214825,11000,north_1_5,2,(14,24],1,3083.45110156952,0,0,0,1,502.826086956522
north,north_1,82,H164602,2215181,11000,north_1_5,2,(14,24],1,18061.7282144916,0,0,0,1,502.826086956522
north,north_1,82,H164487,2214836,11000,north_1_5,2,(54,64],1,48843.281918021,0,0,0,1,502.826086956522
north,north_1,82,H164589,2215143,11000,north_1_5,1,(0,14],0,20153.1584577283,0,1,0,1,502.826086956522
north,north_1,82,H164515,2214924,11000,north_1_5,1,(44,54],1,39318.2095292366,0,0,0,1,502.826086956522
north,north_1,82,H164881,2216009,11000,north_1_5,2,(34,44],1,31881.7997922291,0,0,0,1,502.826086956522
north,north_1,82,H164911,2216093,11000,north_1_5,2,(64,74],1,13342.890730344,0,0,0,1,502.826086956522
north,north_1,82,H164918,2216118,11000,north_1_5,1,(44,54],1,24794.3110490772,0,0,0,1,502.826086956522
north,north_1,82,H164932,2216156,11000,north_1_5,2,(24,34],1,29922.5419318916,0,0,0,1,502.826086956522
north,north_1,82,H164635,2215292,11000,north_1_5,2,(24,34],1,9893.63076964339,0,0,0,1,502.826086956522
north,north_1,82,H165302,2217116,11000,north_1_5,1,(44,54],0,8712.05756783523,1,0,0,1,502.826086956522
north,north_1,82,H165313,2217144,11000,north_1_5,1,(34,44],1,25798.3072390502,0,0,0,1,502.826086956522
north,north_1,82,H165410,2217340,11000,north_1_5,1,(24,34],1,30591.6222650217,0,0,0,1,502.826086956522
north,north_1,82,H165415,2217349,11000,north_1_5,2,(44,54],1,12241.7933938678,0,0,0,1,502.826086956522
north,north_1,82,H164616,2215233,11000,north_1_5,2,(0,14],0,18848.1845916126,0,1,0,1,502.826086956522
north,north_1,82,H165483,2217479,11000,north_1_5,2,(74,112],0,11197.6131004423,0,1,0,1,502.826086956522
north,north_1,82,H165568,2217594,11000,north_1_5,2,(34,44],1,26954.4400921901,0,0,0,1,502.826086956522
north,north_1,82,H165081,2216558,11000,north_1_5,2,(24,34],1,40340.2413699291,0,0,0,1,502.826086956522
north,north_1,82,H165110,2216638,11000,north_1_5,2,(44,54],1,18135.606661189,0,0,0,1,502.826086956522
north,north_1,82,H164982,2216297,11000,north_1_5,2,(74,112],0,14767.2623278498,0,1,0,1,502.826086956522
north,north_1,82,H165050,2216474,11000,north_1_5,2,(74,112],0,14099.4768899741,0,1,0,1,502.826086956522
north,north_1,82,H165466,2217456,11000,north_1_5,2,(24,34],1,10340.0292700621,0,0,0,1,502.826086956522
north,north_1,82,H165434,2217396,11000,north_1_5,2,(44,54],1,7167.5730380435,0,0,0,1,502.826086956522
north,north_1,85,H167125,2221384,11000,north_1_5,1,(0,14],0,9850.78682238651,0,1,0,1,496.36
north,north_1,85,H167042,2221144,11000,north_1_5,2,(34,44],1,17052.9552108619,0,0,0,1,496.36
north,north_1,85,H167057,2221192,11000,north_1_5,2,(24,34],1,19472.512094605,0,0,0,1,496.36
north,north_1,85,H167064,2221211,11000,north_1_5,1,(54,64],1,35278.8450302541,0,0,0,1,496.36
north,north_1,85,H167461,2222449,11000,north_1_5,1,(14,24],1,30355.272181684,0,0,0,1,496.36
north,north_1,85,H167554,2222723,11000,north_1_5,1,(44,54],1,19961.8271809737,0,0,0,1,496.36
north,north_1,85,H167596,2222843,11000,north_1_5,2,(74,112],0,17107.4421664079,0,1,0,1,496.36
north,north_1,85,H169348,2226913,11000,north_1_5,2,(44,54],1,31960.2437729662,0,0,0,1,496.36
north,north_1,85,H169492,2227109,11000,north_1_5,2,(54,64],1,40126.3199947919,0,0,0,1,496.36
north,north_1,85,H168040,2224069,11000,north_1_5,2,(14,24],1,2684.88292636451,0,0,0,1,496.36
north,north_1,85,H168072,2224156,11000,north_1_5,1,(34,44],1,28253.5573033975,0,0,0,1,496.36
north,north_1,85,H168199,2224491,11000,north_1_5,1,(74,112],0,28990.8229864091,0,1,0,1,496.36
north,north_1,85,H168270,2224664,11000,north_1_5,2,(44,54],1,18567.9475056072,0,0,0,1,496.36
north,north_1,85,H168283,2224689,11000,north_1_5,1,(24,34],1,21121.0675966222,0,0,0,1,496.36
north,north_1,85,H168694,2225635,11000,north_1_5,2,(44,54],1,39370.5941087618,0,0,0,1,496.36
north,north_1,85,H168844,2225998,11000,north_1_5,2,(24,34],1,16497.7905122525,0,0,0,1,496.36
north,north_1,85,H167702,2223137,11000,north_1_5,1,(24,34],1,60984.2475569361,0,0,0,1,496.36
north,north_1,85,H167719,2223183,11000,north_1_5,1,(0,14],0,29670.6898341537,0,1,0,1,496.36
north,north_1,85,H167884,2223624,11000,north_1_5,2,(14,24],1,24414.6377821853,0,0,0,1,496.36
north,north_1,85,H167944,2223804,11000,north_1_5,2,(24,34],1,27738.423436028,0,0,0,1,496.36
north,north_1,85,H169132,2226574,11000,north_1_5,2,(24,34],1,44894.6790768882,0,0,0,1,496.36
north,north_1,85,H169141,2226594,11000,north_1_5,1,(34,44],1,59102.8381820552,0,0,0,1,496.36
north,north_1,85,H169239,2226753,11000,north_1_5,1,(64,74],1,11515.1743324722,0,0,0,1,496.36
north,north_1,85,H169243,2226759,11000,north_1_5,2,(44,54],1,30387.0812293682,0,0,0,1,496.36
north,north_1,85,H169246,2226763,11000,north_1_5,2,(44,54],1,34207.4319151157,0,0,0,1,496.36
north,north_1,91,H173494,2237766,11000,north_1_5,2,(44,54],1,24816.1801414107,0,0,0,1,502.571428571429
north,north_1,91,H173624,2238129,11000,north_1_5,1,(14,24],1,20099.9273990141,0,0,0,1,502.571428571429
north,north_1,91,H173392,2237476,11000,north_1_5,2,(64,74],1,9252.34519595615,0,0,0,1,502.571428571429
north,north_1,91,H173867,2238816,11000,north_1_5,2,(14,24],1,2488.34929285756,0,0,0,1,502.571428571429
north,north_1,91,H173885,2238866,11000,north_1_5,2,(0,14],0,22624.202710198,0,1,0,1,502.571428571429
north,north_1,91,H173712,2238383,11000,north_1_5,1,(14,24],1,7752.66721294152,0,0,0,1,502.571428571429
north,north_1,91,H173803,2238614,11000,north_1_5,2,(64,74],1,32049.1495181387,0,0,0,1,502.571428571429
north,north_1,91,H173827,2238699,11000,north_1_5,1,(64,74],1,19763.7690091656,0,0,0,1,502.571428571429
north,north_1,91,H173829,2238705,11000,north_1_5,2,(24,34],1,20085.5440678495,0,0,0,1,502.571428571429
north,north_1,91,H174308,2240051,11000,north_1_5,2,(14,24],1,29767.2161382635,0,0,0,1,502.571428571429
north,north_1,91,H174467,2240438,11000,north_1_5,1,(34,44],1,26591.3585566226,0,0,0,1,502.571428571429
north,north_1,91,H174470,2240445,11000,north_1_5,1,(24,34],1,109151.400287979,0,0,0,1,502.571428571429
north,north_1,91,H174818,2241221,11000,north_1_5,2,(24,34],1,41121.5917739655,0,0,0,1,502.571428571429
north,north_1,91,H174824,2241235,11000,north_1_5,1,(14,24],1,11279.1573118638,0,0,0,1,502.571428571429
north,north_1,91,H174927,2241468,11000,north_1_5,2,(24,34],1,3561.49003467442,0,0,0,1,502.571428571429
north,north_1,91,H174941,2241492,11000,north_1_5,1,(34,44],1,22844.277031879,0,0,0,1,502.571428571429
north,north_1,91,H174949,2241514,11000,north_1_5,1,(74,112],0,32596.670833778,0,1,0,1,502.571428571429
north,north_1,91,H175189,2241984,11000,north_1_5,2,(24,34],1,27921.1517595495,0,0,0,1,502.571428571429
north,north_1,91,H175435,2242352,11000,north_1_5,2,(14,24],1,15290.1025318723,0,0,0,1,502.571428571429
north,north_1,91,H175462,2242389,11000,north_1_5,2,(64,74],1,17013.1505664708,0,0,0,1,502.571428571429
north,north_1,91,H174203,2239765,11000,north_1_5,2,(44,54],1,19101.5745628954,0,0,0,1,502.571428571429
north,north_1,99,H181494,2256400,11000,north_1_5,1,(34,44],1,25516.9466270677,0,0,0,1,501.904761904762
north,north_1,99,H181602,2256726,11000,north_1_5,1,(14,24],1,26559.5563589361,0,0,0,1,501.904761904762
north,north_1,99,H181643,2256840,11000,north_1_5,2,(64,74],1,90054.261985201,0,0,0,1,501.904761904762
north,north_1,99,H181646,2256850,11000,north_1_5,2,(24,34],1,43463.919443096,0,0,0,1,501.904761904762
north,north_1,99,H181652,2256867,11000,north_1_5,2,(74,112],0,15196.2476682041,0,1,0,1,501.904761904762
north,north_1,99,H181659,2256884,11000,north_1_5,2,(44,54],1,12483.3341117249,0,0,0,1,501.904761904762
north,north_1,99,H181690,2256966,11000,north_1_5,2,(74,112],0,8205.58009317071,0,1,0,1,501.904761904762
north,north_1,99,H181737,2257091,11000,north_1_5,2,(54,64],1,32938.2535295849,0,0,0,1,501.904761904762
north,north_1,99,H181804,2257269,11000,north_1_5,2,(54,64],1,29448.0096732251,0,0,0,1,501.904761904762
north,north_1,99,H181835,2257346,11000,north_1_5,2,(0,14],0,10617.5230931906,0,1,0,1,501.904761904762
north,north_1,99,H181854,2257394,11000,north_1_5,2,(14,24],1,33810.9372076796,0,0,0,1,501.904761904762
north,north_1,99,H181864,2257422,11000,north_1_5,1,(44,54],1,20451.9082305685,0,0,0,1,501.904761904762
north,north_1,99,H182008,2257764,11000,north_1_5,2,(44,54],1,35529.5042902799,0,0,0,1,501.904761904762
north,north_1,99,H182032,2257818,11000,north_1_5,1,(24,34],1,42624.1767653292,0,0,0,1,501.904761904762
north,north_1,99,H182048,2257852,11000,north_1_5,1,(14,24],1,15978.2162825905,0,0,0,1,501.904761904762
north,north_1,99,H182124,2258026,11000,north_1_5,2,(44,54],1,18119.6028822131,0,0,0,1,501.904761904762
north,north_1,99,H182230,2258228,11000,north_1_5,1,(24,34],0,2540.83039863506,1,0,0,1,501.904761904762
north,north_1,99,H182258,2258282,11000,north_1_5,2,(54,64],1,22107.7267552174,0,0,0,1,501.904761904762
north,north_1,99,H182264,2258292,11000,north_1_5,1,(24,34],1,30268.8427586883,0,0,0,1,501.904761904762
north,north_1,99,H182296,2258343,11000,north_1_5,2,(54,64],1,36471.2110688477,0,0,0,1,501.904761904762
north,north_1,99,H182306,2258355,11000,north_1_5,1,(34,44],1,34926.1207696312,0,0,0,1,501.904761904762
north,north_1,104,H185074,10030,11000,north_1_5,2,(54,64],1,42710.4230212598,0,0,0,1,497.818181818182
north,north_1,104,H185128,10194,11000,north_1_5,2,(0,14],0,23151.317034298,0,1,0,1,497.818181818182
north,north_1,104,H185105,10117,11000,north_1_5,2,(34,44],1,22063.071915644,0,0,0,1,497.818181818182
north,north_1,104,H185510,11103,11000,north_1_5,1,(24,34],1,27111.1534097481,0,0,0,1,497.818181818182
north,north_1,104,H184902,9570,11000,north_1_5,1,(34,44],1,41297.2206279693,0,0,0,1,497.818181818182
north,north_1,104,H184698,8973,11000,north_1_5,1,(44,54],1,23232.1635097824,0,0,0,1,497.818181818182
north,north_1,104,H184895,9556,11000,north_1_5,2,(24,34],1,30747.0617244445,0,0,0,1,497.818181818182
north,north_1,104,H185142,10227,11000,north_1_5,2,(24,34],1,37479.8690591789,0,0,0,1,497.818181818182
north,north_1,104,H184873,9497,11000,north_1_5,1,(64,74],1,44413.3652739798,0,0,0,1,497.818181818182
north,north_1,104,H184957,9738,11000,north_1_5,2,(64,74],0,2485.98418911073,1,0,0,1,497.818181818182
north,north_1,104,H185578,11219,11000,north_1_5,1,(24,34],1,42671.5618197849,0,0,0,1,497.818181818182
north,north_1,104,H185300,10632,11000,north_1_5,2,(34,44],1,25222.6080022126,0,0,0,1,497.818181818182
north,north_1,104,H184928,9647,11000,north_1_5,1,(64,74],1,17259.5225025688,0,0,0,1,497.818181818182
north,north_1,104,H184930,9650,11000,north_1_5,1,(74,112],0,16350.1646767164,0,1,0,1,497.818181818182
north,north_1,104,H184691,8954,11000,north_1_5,2,(24,34],1,26152.9906059202,0,0,0,1,497.818181818182
north,north_1,104,H185293,10619,11000,north_1_5,1,(44,54],1,13096.375673862,0,0,0,1,497.818181818182
north,north_1,104,H184915,9609,11000,north_1_5,2,(24,34],1,26819.4799792794,0,0,0,1,497.818181818182
north,north_1,104,H184643,8805,11000,north_1_5,1,(74,112],0,13637.4623727401,0,1,0,1,497.818181818182
north,north_1,104,H184776,9219,11000,north_1_5,2,(44,54],1,57173.763491351,0,0,0,1,497.818181818182
north,north_1,104,H184641,8798,11000,north_1_5,1,(54,64],1,18153.0153310302,0,0,0,1,497.818181818182
north,north_1,104,H185491,11064,11000,north_1_5,1,(34,44],1,26774.2408271182,0,0,0,1,497.818181818182
north,north_1,104,H184668,8899,11000,north_1_5,1,(24,34],1,11749.471743555,0,0,0,1,497.818181818182
north,north_1,108,H190254,23283,11000,north_1_5,1,(74,112],0,34012.1322409318,0,1,0,1,485.4
north,north_1,108,H190215,23165,11000,north_1_5,2,(54,64],1,29201.8277895363,0,0,0,1,485.4
north,north_1,108,H190251,23273,11000,north_1_5,1,(14,24],1,12456.4198053473,0,0,0,1,485.4
north,north_1,108,H190222,23185,11000,north_1_5,2,(14,24],1,900.723827031519,0,0,0,1,485.4
north,north_1,108,H190807,24494,11000,north_1_5,1,(44,54],1,24492.2802363687,0,0,0,1,485.4
north,north_1,108,H190232,23212,11000,north_1_5,1,(24,34],1,47551.9910593461,0,0,0,1,485.4
north,north_1,108,H190715,24351,11000,north_1_5,2,(74,112],0,20435.5562972241,0,1,0,1,485.4
north,north_1,108,H190106,22861,11000,north_1_5,1,(44,54],1,27742.0265664725,0,0,0,1,485.4
north,north_1,108,H190517,23964,11000,north_1_5,1,(34,44],1,43161.7352299915,0,0,0,1,485.4
north,north_1,108,H190022,22614,11000,north_1_5,2,(0,14],0,26449.0373408345,0,1,0,1,485.4
north,north_1,108,H190284,23374,11000,north_1_5,1,(54,64],1,28226.8801610749,0,0,0,1,485.4
north,north_1,108,H189955,22412,11000,north_1_5,1,(34,44],1,36111.8005247263,0,0,0,1,485.4
north,north_1,108,H190330,23512,11000,north_1_5,2,(14,24],1,33967.5237130105,0,0,0,1,485.4
north,north_1,108,H189901,22232,11000,north_1_5,2,(24,34],1,30420.9001150268,0,0,0,1,485.4
north,north_1,108,H189903,22240,11000,north_1_5,2,(24,34],1,29253.001777468,0,0,0,1,485.4
north,north_1,108,H189758,21766,11000,north_1_5,2,(54,64],1,19556.9447040497,0,0,0,1,485.4
north,north_1,108,H189947,22385,11000,north_1_5,1,(24,34],1,57994.3958912423,0,0,0,1,485.4
north,north_1,108,H190131,22932,11000,north_1_5,1,(44,54],1,22392.2014968916,0,0,0,1,485.4
north,north_1,108,H189910,22262,11000,north_1_5,2,(14,24],1,7450.81728045322,0,0,0,1,485.4
north,north_1,108,H190164,23027,11000,north_1_5,1,(44,54],1,27689.0220007872,0,0,0,1,485.4
north,north_1,108,H189780,21843,11000,north_1_5,1,(14,24],1,12740.1602958605,0,0,0,1,485.4
north,north_1,108,H190411,23708,11000,north_1_5,1,(74,112],0,8024.1981464164,0,1,0,1,485.4
north,north_1,108,H190836,24531,11000,north_1_5,2,(74,112],0,22537.7506350549,0,1,0,1,485.4
north,north_1,108,H190832,24527,11000,north_1_5,1,(24,34],1,24760.0126617856,0,0,0,1,485.4
north,north_1,108,H190465,23848,11000,north_1_5,1,(34,44],1,13997.4776315694,0,0,0,1,485.4
north,north_1,109,H191253,25593,11000,north_1_5,1,(24,34],1,22912.2270140162,0,0,0,1,491.08
